行ID,文書ID,文書内ID,anotation1,anotation2,文,サービス,立地,部屋,設備・アメニティー,風呂,食事,その他
1420,274,1,Z,Z,駒場東大前駅近くに用事があって宿泊しました。,,1,,,,,
1421,274,2,p,p,安かったので期待はしていなかったのですが、コストパフォーマンスは一番ですよ。,1,,,,,,
1422,274,3,p,p,近所に、コンビニ、マック、弁当屋さん、薬屋さんもあって便利でした。,,1,,,,,
1423,274,4,p,p,部屋の広さ、レストランの朝食バイキングも十分でしょう。,,,1,,,,
1424,274,5,k,k,ただ、夕食にホテルレストランを利用しましたが、従業員さんの対応が今一つでしたね。,,,,,,1,
1425,274,6,k,k,人が少ない感じがしました。,,,,,,,1
1426,274,7,p,p,食事の値段は、ホテルでは安く、味はいい方と思います。,,,,,,1,
,,,,,,,,,,,,
1427,275,1,Z,Z,コンフォートホテルさんはいつも利用させていただいています。,,,,,,,1
1428,275,2,p,p,値段の割に高いクオリティで、満足でした。,,,,,,,1
1429,275,3,k,k,が、、、今回初めてここに宿泊しましたが、隣か向かいかの宿泊客が夜中じゅう騒いでいました。,,,1,,,,
1430,275,4,k,k,おかげでとてもじゃないけど眠れませんでした。,,,,,,,1
1431,275,5,k,k,もちろんホテルのせいではないのですが、ちょっと気になったのが、廊下はもちろん、部屋の中でも、部屋の中にいる人の話し声（それも特に大きな声で話している風ではない）が聞こえることです。,,,,,,,1
1432,275,6,k,k,壁がとても薄いのではないでしょうか？？,,,1,,,,
1433,275,7,k,k,いくらきれいでサービスがよくても、プライバシーが守られない、安眠が妨害される、これではもう利用できないと思いました。,,,,,,,1
,,,,,,,,,,,,
1434,276,1,k,k,部屋のユニットバス・トイレの床に前泊者の毛が残っていた。,,,,1,,,
1435,276,2,k,k,清掃の程度がわかり大幻滅。,,,,1,,,
1436,276,3,k,k,甚平も加齢臭がひどく男の私が着ても気持ち悪くなるほど。,,,,1,,,
1437,276,4,k,k,娘が泊まった部屋もコスメが男性用しかなく、ブラシもなくがっかりしていた。,,,,1,,,
,,,,,,,,,,,,
1438,277,1,pkpy,e,場所がわからず電話した時の対応がとてもよく、お部屋までグレードアップしていただいてとても満足でしたが、寒い日に暖房がきかなかった為それまでの印象が…暖房さえ入ってくれれば最高でした。,1,,,,,,
,,,,,,,,,,,,
1439,278,1,Z,Z,釜石へは何回か赴いたことがありますが、こちらははじめての宿泊でした。,,,,,,,1
1440,278,2,kp,e,皆さん書かれているとおり設備自体の古さは否めませんが、それを補って余りあるホスピタリティを感じました。,,,,,,,1
1441,278,3,p,p,朝食も無料とは思えないほどでしたし、是非、次回も宿泊させてもらいます。,,,,,,1,
1442,278,4,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
1443,279,1,Z,Z,シングルの宿泊でしたが、ツインの部屋を利用させていただきました。,,,1,,,,
1444,279,2,Z,Z,テーブル上のコンセントが一口しかなく、テーブルタップを貸していただきました。,,,,1,,,
1445,279,3,ek,e,部屋は広く問題なかったのですが、深夜まで上の階の部屋の音が気になりました。,,,1,,,,
,,,,,,,,,,,,
1446,280,1,pk,e,伊勢での宿泊は初めてで、C/INの際のお茶のサービスには和みましたが、午後9時過ぎに到着したため夕食の場所を探すのに一苦労しました。,,1,,,,,
1447,280,2,pe,e,ホテルは夜は静かでしたが、トータルでは可もなく不可もなくといったところです。,,,,,,,1
,,,,,,,,,,,,
1448,281,1,kp,p,駐車場が一杯だったのですがすぐに手配していただき、スムーズにチェックインすることができました。,1,,,,,,
1449,281,2,pky,e,朝食もおいしかったのですがロビーの真正面であり何も仕切りがないのでびっくりしました、何かカーテンでもあったほうが良いかもしれません。,,,,,,1,
,,,,,,,,,,,,
1450,282,1,p,p,上野駅に近く、翌日の行動がスムーズに進み良かったです。,,1,,,,,
1451,282,2,y,y,宿泊費がこれからもサービスしていただければ、利用しやすいのですが。,,,,,,,1
,,,,,,,,,,,,
1452,283,1,k,k,室内の照明が全体的に暗く思えました。,,,1,,,,
1453,283,2,k,k,テレビのチャンネル受信が悪い。,,,,1,,,
1454,283,3,p,p,朝食おいしかった。,,,,,,1,
,,,,,,,,,,,,
1455,284,1,kp,e,設備の古さが多少気になりますが、清掃は行き届いていました。,,,,1,,,
1456,284,2,kp,k,朝食のパンが乾いていたように感じました。,,,,,,1,
,,,,,,,,,,,,
1457,285,1,k,k,バスの臭いが気になります。,,,,,1,,
1458,285,2,k,y,配管に問題があるのではないでしょうか。,,,,,1,,
,,,,,,,,,,,,
1459,286,1,Z,Z,ビジネスで利用しました。,,,,,,,1
1460,286,2,k,k,空港から遠いのが難点、空港が町から遠いのか？,,1,,,,,
1461,286,3,p,p,スタッフがフレンドリーです。,1,,,,,,
1462,286,4,p,p,建物が新しく、室内もとても清潔でした。,1,,1,,,,
,,,,,,,,,,,,
1463,287,1,Z,Z,39階の海側でしたが、天気が良ければ・・・。,,1,,,,,
1464,287,2,k,k,時間早めだったのに、チョット残念。,,,,,,,1
,,,,,,,,,,,,
1465,288,1,Z,Z,3月12日に宿泊しました。,,,,,,,1
1466,288,2,p,p,駅からすぐなので迷う事なく行けました。,,1,,,,,
1467,288,3,p,p,ホテル内は落ち着いた雰囲気で、部屋も綺麗で居心地良かったです。,,,1,,,,
1468,288,4,p,p,ご配慮で大きめの部屋を用意して頂き、ありがたかったです！,,,1,,,,
1469,288,5,k,k,ただ、エレベーターから部屋が遠く、大好きな氷も遠かったので、薄暗い長い廊下は一人の私には少し心細く感じました。,,,1,,,,
,,,,,,,,,,,,
1470,289,1,k,k,建物も古くお化け屋敷のようで、ウォシュレットも無く、最悪です。,,,,1,,,
1471,289,2,k,k,従業員もやる気が無いような態度で、残念ながらもう二度と泊まりません。,1,,,,,,
,,,,,,,,,,,,
1472,290,1,Z,Z,添い寝の２歳幼児と親２人の計３名で宿泊しました。,,,,,,,1
1473,290,2,k,k,予約の際に「添い寝児」の入力フォームがなかったので、事前に電話などで確認しておけば良かったのでしょうが、当日「定員２名の部屋のため、３名では宿泊できない」旨を伝えられ、結局シングルルーム２部屋で取りなおすことになりました★,1,,,,,,
1474,290,3,k,k,この点については残念でした。,,,,,,,1
1475,290,4,p,p,が、シングルルーム２部屋の料金で隣り合うスーパールームを２部屋準備していただき、ありがたかったです♪,,,1,,,,
1476,290,5,p,p,清潔感のあるお部屋で、ロフトは子供がとても喜び楽しそうでした☆,,,1,,,,
1477,290,6,p,p,選べる枕・女性用アメニティなどに加え、部屋に「リセッシュ」があったのは助かりました（夕食が焼肉だったので、なんとなくコートについた臭いが気になったので・・・）！,,,,1,,,
1478,290,7,p,p,駅チカなので、周辺に食事処やコンビニもあり、フロントで周辺マップもいただいたので不自由なく過ごせました。,,,,,,,1
1479,290,8,p,p,ロハスな取り組みにも共感しました。,,,,,,,1
1480,290,9,p,p,朝食もおいしくいただきました。,,,,,,1,
1481,290,10,p,p,パンもゆでたまごもおいしかったです。,,,,,,1,
1482,290,11,p,p,女性スタッフの笑顔での対応も丁寧で、最後まで気持ちよく過ごすことができました。,1,,,,,,
1483,290,12,Z,Z,ありがとうございました♪,,,,,,,1
,,,,,,,,,,,,
1484,291,1,k,k,喫煙のお部屋をお願いしたのですが、それにしても、部屋そのものが、臭かった。,,,1,,,,
1485,291,2,k,k,換気が悪いのでしょうか？,,,1,,,,
1486,291,3,k,k,たばこを吸う私ですら、気分が悪くなりそうでした。,,,1,,,,
,,,,,,,,,,,,
1487,292,1,k,k,やや表通りから入った場所にあり、最初場所がわかりませんでした。,,1,,,,,
1488,292,2,p,p,その分静かで良かったです。,,,,,,,1
1489,292,3,p,p,部屋もきれいで、ベッドも広く快適でした。,,,1,,,,
1490,292,4,p,p,大浴場もゆったりできてよかったです。,,,,,1,,
1491,292,5,Z,Z,岡山に出張時はまた利用させていただきます。,,,,,,,1
,,,,,,,,,,,,
1492,293,1,Z,Z,いつも静岡出張の際には利用させていただいています。,,,,,,,1
1493,293,2,k,k,些細なことなのですが気になる点が一つ。,,,,,,,1
1494,293,3,k,k,テレビの音量がボリュームは変えて無くてもテレビ局によりかなり差がある事です。,,,,1,,,
1495,293,4,k,k,勿論、音量が大きいと思えばそのチャンネルは小さくすれば済む事なのですが。,,,,1,,,
1496,293,5,k,k,朝食でヨーグルトが出されなくなったのは偶々だったのでしょうか？,,,,,,1,
1497,293,6,k,k,残念でした。,,,,,,,1
,,,,,,,,,,,,
1498,294,1,e,e,この立地でこの値段（連休中にもかかわらずツイン1室1万6000円）であれば、まあ、不満はない、と考えていいかなと思いました。,,,,,,,1
1499,294,2,ke,e,部屋は決して広くないし、バスタブも小さく、私の部屋は換気扇の音が少々うるさかったのですが、まあ、それでも部屋は清潔でシンプルで、居心地は悪くありませんでした。,,,,1,,,
1500,294,3,k,k,しいて言うなら、テレビがベッドに寝転がってみることを想定しているのか、画面がやや前傾していて、立ったり座ったりの状態では少々見づらかったです。,,,,,1,,
,,,,,,,,,,,,
1501,295,1,k,k,朝食時席は空いてるのに案内なく入り口で待たされましたバイキングなのに料理の補助は乏しく人手が全く足りてない様子,,,,,,1,
,,,,,,,,,,,,
1502,296,1,Z,Z,年末に2連泊でお世話になりました。,,,,,,,1
1503,296,2,p,p,施設の清潔さ、デザイン、アメニティや料金設定など申し分ないと感じました。,1,,,,,,
1504,296,3,k,k,しかし、ドアの開閉の音、ドアと床の間のちょっとした隙間…この点がとても残念です。,,,,1,,,
1505,296,4,k,k,早朝に、若い女の子の集団がエレベーターロビーで騒ぐ声で目覚める…という最悪の朝を迎えました。,,,1,,,,
1506,296,5,kp,e,それが30分も続き、さすがに我慢ならず、フロントの方に苦情を呈してしまいましたが、適切なご対応をいただき、最後は気持ちよくホテルを後にできました。,1,,,,,,
1507,296,6,kpk,e,年末という状況、また、ハード面のため、すぐに改善できる点ではないと承知しておりますが、すばらしかったサービス面をはじめ、他の点が良かっただけにとても残念です。,1,,,,,,
1508,296,7,Z,Z,今度は平日に利用してみたいホテルだと感じました。,,,,,,,1
,,,,,,,,,,,,
1509,297,1,pk,e,泊った部屋は1偕で広く新しいのでとても綺麗でベッドも一人なのにセミダブルだったしこれまた広く満足したが欠点は椅子が木のとても安いと思われる腰かけで座面は固く座ると痛い椅子であったことでした。,,,1,1,,,
,,,,,,,,,,,,
1510,298,1,y,y,もう少し館内の案内を、伝わり安くお願いします。,1,,,,,,
1511,298,2,k,k,お風呂も食事会場も迷いました。,1,,,,,,
,,,,,,,,,,,,
1512,299,1,pk,k,お風呂は良かったのですが、食事と設備がイマイチでした。,,,,,1,1,
1513,299,2,k,k,何か物足りない感じがしました。,,,,,,1,
1514,299,3,kpy,k,サービスも物足りない・・・料金が安くても、感動が必要です。,1,,,,,,
